"Gene_Name","logFC","PValue","FDR"
"MRPS14",0.204463223910661,0.0419366938913172,0.0600340811682771
"LRRC56",-0.14070140088271,0.0420050556820421,0.0601248836233152
"NEO1",0.455338381165126,0.0420184061591914,0.0601369323182323
"TRIM6",-0.138006986825029,0.0421292546481904,0.0602885013987662
"TMEM160",0.207605737612938,0.0421360966641779,0.0602912153090367
"TTI2",0.106623218108864,0.0422076481080012,0.0603826702153397
"PRR36",0.790543744656364,0.0422099184295895,0.0603826702153397
"TMEM50A",0.164870793709451,0.0422164781584815,0.0603849683480052
"NT5DC2",-0.186952606223366,0.0422341462797598,0.0604031531319277
"PHF13",0.180462489393651,0.0422680028904433,0.0604444836642105
"RADIL",-0.252583783700595,0.0423448941031133,0.0605473380261617
"MANBA",-0.16359867665945,0.0423656442423327,0.06056990371271
"LRFN3",-0.127024245170501,0.0423898698246047,0.0605974323442491
"PLXNB1",0.11811644544621,0.0424453406145546,0.0606696151286241
"EXOG",0.683569066033728,0.0424562037244881,0.060678028089711
"PDGFA",0.468146956999808,0.0424913698338606,0.0607211686372752
"TMED8",-0.486597923993719,0.0426707098310172,0.0609703028070711
"BSCL2",0.0987294237985795,0.0428261712885485,0.0611852635859246
"CEP72",-0.207709432458104,0.0429005496728641,0.0612843450974791
"EFR3A",-0.329645320299271,0.0429251507378207,0.06131230376623
"CENPX",0.278634972188313,0.0430002915915358,0.0614124361284457
"TK2",-0.260765853432028,0.043065583742399,0.061498480895348
"SYTL1",-0.36509098064647,0.0430726896686106,0.0615014241918519
"HOGA1",0.159904601437991,0.043181443583997,0.0616494880820363
"GIN1",-0.127004728887473,0.043224108719569,0.0617031744028415
"TXNDC5",0.257628090575678,0.0434056447187322,0.0619550655387032
"PGAP2",0.122425268425608,0.0434405837580804,0.0619976769602854
"OPA1",0.765663533161173,0.0434546945456911,0.0620105561519981
"MDM2",0.203289321685855,0.0435205564989041,0.0620972734407935
"ZNF165",0.171152568808181,0.0436758203806011,0.0623115185792754
"WDR6",-0.355307489881676,0.0437498255488257,0.0624097967781107
"TMEM70",0.116487579164018,0.0439249172808092,0.062652236640967
"FICD",0.199255441861897,0.0439485675322258,0.0626723525850178
"IFT43",-0.155456812636633,0.0439493021285635,0.0626723525850178
"FAM8A1",0.16854562203723,0.0440958480255003,0.0628739746524998
"RPL15",0.252158628397518,0.0441179275442172,0.0628981001861246
"BAX",-0.128584648179238,0.0441516069369551,0.0629387558662792
"ZNF76",0.193512300348597,0.04421542610063,0.0630223616968059
"SLC6A8",-0.298799551863776,0.044420859539883,0.0633077739830153
"SELENOM",0.218856822428216,0.0444497934410363,0.0633416051244505
"ZBTB43",0.198730441004792,0.0445689957457792,0.0635040471174373
"KIAA1549",-0.164605589944424,0.044670972832168,0.0636396609638078
"PTGES3L-AARSD1",0.11120794292242,0.0446746139388292,0.0636396609638078
"STX1A",0.116633484805656,0.0446968694458723,0.063663925156517
"OIP5",-0.376919708267502,0.0447241983107713,0.0636954090661931
"NOLC1",-0.238842183626769,0.044907629382308,0.0639491776427657
"DHPS",-0.336378731773284,0.0449187522766527,0.0639558195851675
"C4orf46",-0.137004132409427,0.0449227859164785,0.0639558195851675
"STUB1",-0.12559691051136,0.0449707784114563,0.0640166697354115
"GPRC5B",0.392454601470701,0.0450807802704642,0.0641657667574114
"RNF32",0.107080997377507,0.0451000759247766,0.064185737286826
"NCSTN",-0.448514726278593,0.0451681408694354,0.0642677213793415
"NDUFA2",0.220646079192598,0.0451682254760231,0.0642677213793415
"NIPSNAP2",-0.654553068557387,0.0452766976693736,0.0644145432707822
"ZBTB11",0.221128189420594,0.0452850331891807,0.0644188844351577
"PCSK7",0.536608144906547,0.0453368869486576,0.0644851229484407
"ZNF286B",-0.243296528697484,0.0453590733189809,0.0645027461531429
"GSK3A",0.124236302357938,0.0453598591396025,0.0645027461531429
"NLE1",0.239602938522557,0.045373521397838,0.0645146488641291
"MAVS",-0.13441308087501,0.045503515447549,0.0646919366555184
"LHFPL6",0.109510664881607,0.0455536042035397,0.0647555957142435
"ANAPC15",0.673598188284515,0.0455955871476696,0.0648077186565513
"CRYBB2",-0.20095345907496,0.0456603328527878,0.0648921797398387
"IL6R",-0.176013905532685,0.0457180460666058,0.0649666277652397
"METTL4",-0.266997955309293,0.0457571615159084,0.0650146335711468
"SLC25A32",-0.45934853587983,0.04579519753319,0.0650610946424798
"SLC9A6",0.156407232642949,0.0458206832391843,0.0650832186984711
"STX16",-0.0994344342850236,0.0458214474685405,0.0650832186984711
"GNPDA2",-0.578436128312861,0.0458424827328783,0.0651055110666961
"SLC25A14",0.224548693698507,0.0458632461374207,0.0651274121911818
"CORO2B",-0.386467011970766,0.0461665151897735,0.0655504293825447
"LETM1",-0.16568440114445,0.0462873957299828,0.0657144103114266
"VDAC2",0.18342599689148,0.0463687694926765,0.0658222716447623
"PTPA",-0.151951953890836,0.0465332809216098,0.0660479625805578
"CGB2",-0.160700901279345,0.0465385939272407,0.0660479625805578
"PITPNM2",-0.204754328245752,0.0465479502999628,0.0660535516362293
"OTULINL",0.61263133251212,0.0465685343677262,0.0660750701206879
"RAB11FIP3",-0.489768986622484,0.0466043312511546,0.0661181662146894
"ZIC2",-0.201195016721465,0.0466536662107956,0.0661804566878996
"JMJD1C",-0.344765546734629,0.046690165349813,0.0662245265595777
"CD33",0.194657745338019,0.0466994344089915,0.0662299679944178
"ARCN1",-0.229656505260652,0.046747044001204,0.0662897770639384
"WNK2",-0.156341338469816,0.0467628249138925,0.0663044427221753
"EIF1AX",-0.715166206628198,0.0468132344970479,0.0663681988316678
"KTN1",0.0874955162913682,0.0468649345785387,0.0664337694705774
"SELENOW",0.882290084897764,0.0469036917736268,0.0664784031023947
"ANAPC4",0.203403194254314,0.0469073270024444,0.0664784031023947
"TNFAIP8L1",-0.217836086189035,0.0469949185947255,0.0665947986270253
"MECOM",-0.14842320679808,0.0470007128417326,0.0665952685092471
"TTC39C",-0.309888277339449,0.0470093885870619,0.0665998206002175
"CHMP3",0.231142334961649,0.0471372318668807,0.0667731807679691
"FAM50B",-0.185515259581614,0.0471547585560496,0.0667902476538633
"CDK5RAP3",0.45464484891294,0.0471914331691803,0.0668344286437589
"TGFB1I1",-0.618214270517702,0.0472020569653401,0.0668417094278617
"LOC107985911",0.135166029578042,0.0472167644306088,0.0668547706357203
"TMEM216",-0.279108766132296,0.0473243946889978,0.0669993840034343
"CRELD1",0.234163071212325,0.0473322929446014,0.0670027848685132
"TRAM2",-0.253164109823108,0.0473643698833483,0.0670404079006037
"SLCO3A1",-0.185872142611499,0.0474059483728631,0.0670914693073571
"TBC1D19",0.576307040417514,0.0474960656090882,0.0672112055531508
"LOC107986838",0.21774072997311,0.0476739730290156,0.0674551305938637
"ANAPC5",-0.0991399350359928,0.0476828828887462,0.0674599077749455
"NQO2",-0.294382444493286,0.0477110741396672,0.0674919592523419
"SGCE",-0.621605322340919,0.0477309539675173,0.0675122473393669
"NIPA2",-0.283498907042434,0.0477459015793883,0.0675255552383205
"DENND5B",-0.112806759350529,0.0477755608561178,0.0675596638901441
"TMEM54",-0.271493919814975,0.047790793846873,0.0675733667115784
"IQGAP1",-0.657532132598143,0.0478650283852475,0.067670481392155
"HDAC2",-0.264028057423899,0.047956619687611,0.0677921093009817
"ARL5A",0.146543536402914,0.0479755976346615,0.0678110737117864
"CHRM4",0.115437959352874,0.0479943317115454,0.0678296890674066
"MIPOL1",0.255810025346216,0.0480860865513721,0.0679514873244207
"BBS9",-0.323138184085784,0.0481257419869405,0.0679996430879452
"ZMAT5",-0.670577204855462,0.0481998382888974,0.0680964455417718
"SPARC",-0.268744833582502,0.0482464455025062,0.06815439364091
"ADAM9",0.769068882845467,0.0482659455077739,0.0681740402833126
"ACYP1",0.133022990063148,0.0483357294132425,0.068264698479708
"TOM1L2",0.136715674074664,0.0483607652623985,0.0682845274667491
"STX8",0.155642370867689,0.0483609720406785,0.0682845274667491
"SSX2IP",-0.776428291680473,0.0483723138881542,0.0682926321494486
"MRPL17",0.150028825429276,0.0484017153041855,0.0683262287254893
"LZTS3",0.253199343640726,0.0484194699227498,0.0683433782364528
"ZNF212",0.133428101024399,0.0484546322045911,0.0683850915959911
"ERP29",-0.103535471763052,0.0484771964278871,0.0684090174386355
"SYNJ2",-0.128325809857944,0.0485784667440089,0.0685439916754875
"GBX2",-0.0970874402947959,0.0487518765531151,0.068780711382829
"ZBTB44",1.2884261803489,0.048831579941694,0.0688851875803276
"SLC6A6",-0.361046000771002,0.0488423641788034,0.0688924287520297
"MRI1",0.102116402144042,0.0488584714840469,0.0689071755971791
"NT5C3A",-0.231295167033123,0.0489108781717646,0.0689731076682454
"DHX36",-0.0879337517840381,0.0489493270650662,0.069019343771712
"FAN1",0.271555734121957,0.0493354539387427,0.0695557440692972
"HDAC11",0.104691346816531,0.0493564114849957,0.0695772447286752
"SLC35B3",0.189678873013546,0.0495644591870463,0.0698624490633925
"UBLCP1",-0.139751728692985,0.0496002198426704,0.0699047722661265
"KIF2A",0.091368358997945,0.0496909397787553,0.0700245343709174
"PRRG2",-0.155529159433857,0.0498160513606281,0.0701927279400621
"HMGCS1",0.151788901438776,0.0498609762713274,0.070247909594794
"CT45A3",0.260882940240432,0.0499140056646381,0.0703144953845162
"ZNF469",-0.127268368134544,0.049952139182764,0.0703600842030128
"NKAP",-0.222861263641421,0.0500078751560806,0.0704304535614347
"INHBB",-0.157844675381776,0.0500529535028128,0.0704857983311529
"TMEM249",0.10680695448648,0.0501568064398056,0.0706238885779245
"ANXA4",-0.29622987000236,0.0501911907082206,0.0706641420399489
"FERMT2",0.192737741192254,0.0502076875642335,0.0706792054382877
"TTLL4",0.236877479941723,0.0502476208110655,0.0707272538168455
"CAPN10",-0.0934609027900971,0.0502665447628714,0.0707457223740667
"GIGYF2",0.100015886443779,0.050300640516644,0.0707855371740052
"MPDU1",0.157543812259829,0.0504125868786487,0.0709348853459841
"PLIN3",0.100804945287513,0.0504482260991456,0.0709768406664378
"C19orf24",-0.245591704311845,0.0505233388813231,0.0710743162130406
"N6AMT1",0.398896535561635,0.0505896138639043,0.0711593380194827
"AMPD2",0.157153281092628,0.0506122081065008,0.0711829059790438
"VTI1B",0.504777781470194,0.0506858788186243,0.0712782960754238
"FYN",-0.247210639008051,0.0507207737436889,0.0713191410276023
"CTTNBP2NL",0.156041414739491,0.0509043225322225,0.071568976587513
"STAT5B",0.393603085597855,0.0509734377446711,0.0716578850951666
"SCN8A",0.436423661634776,0.0509820514544659,0.0716617305755095
"NDUFS8",-0.583401577695204,0.0510308630012702,0.0717220718063737
"WASHC2A",-0.420157891163991,0.0510430507383796,0.0717309315909609
"ICE2",-0.159560875517778,0.051076486624552,0.0717696459704834
"BAG2",0.248638475556902,0.0511024130597602,0.0717978008080601
"PPT1",0.118500716116075,0.0511441052347639,0.071848097132635
"HOXA5",0.103815127359151,0.0512864252865893,0.072039729308539
"NHEJ1",-0.0989512848431885,0.0515519872300365,0.0724044097144442
"LAP3",-0.21700709775376,0.0515784293729813,0.0724332026824116
"ZNF627",0.171095624376581,0.0516795750467944,0.0725649987719838
"PODXL",0.362475183050843,0.0516841837697593,0.0725649987719838
"EPAS1",0.238842082270129,0.0517061649282632,0.0725683174818909
"CDAN1",0.51308220518166,0.0517066673176263,0.0725683174818909
"WFS1",0.474544808782,0.0517077103674656,0.0725683174818909
"NME1",0.2197484604983,0.0517103579661378,0.0725683174818909
"SEC22A",-0.12928141679139,0.0518285739058502,0.0727258453598319
"STRN4",-0.122053032606337,0.051904083429462,0.0728234182401394
"SWSAP1",0.196713041656641,0.0520523918229989,0.0730230965148653
"INTS11",0.468494184049393,0.0521379070788456,0.0731346479344387
"FOXP4",0.220246302688677,0.0521577033468835,0.0731539992523995
"TMEM209",0.125490192097315,0.0521722383690416,0.0731659677852278
"CMIP",0.150023604292427,0.0522582451463713,0.0732781535057985
"MYH14",0.1614731281747,0.0523052306223081,0.073334633296462
"KIF20A",0.10966742731403,0.05231055460143,0.073334633296462
"SMARCB1",-0.0869347459133703,0.0524270539743649,0.0734895038520734
"EBNA1BP2",-0.378634319784821,0.0524389065935928,0.073497667312312
"CAP2",-0.187825595182685,0.0524643344848394,0.0735248536273913
"SPDL1",0.208956967850666,0.0525220799152043,0.0735973191087651
"NDE1",0.240371680154972,0.0527905955673465,0.0739650787911184
"AAGAB",-0.667572693974538,0.0528218121425367,0.0740003116329194
"ARHGAP11A",0.550018573273305,0.0528370481394862,0.0740131510822103
"ZNF821",-0.653396310299704,0.0528852353666301,0.0740721397466208
"HDAC3",-0.260151926489694,0.0529003507372137,0.0740847990623059
"PLEKHB1",0.570275702748335,0.0529342557119899,0.0741237665270926
"USP27X",0.574374856285197,0.0532054615803131,0.0744949789968528
"TMEM52",0.158617832710458,0.0533347198878641,0.0746673828838942
"SNIP1",-0.15260715958977,0.0533621311184333,0.0746971799821817
"EIF2S1",0.71824833413335,0.0534086937987127,0.0747537756716541
"PTBP1",0.171380850908906,0.0534753679442102,0.074838504259886
"SCML2",0.088544978034873,0.0535960526248544,0.0749976900138466
"CAMTA2",0.119540280472155,0.0536014168723358,0.0749976900138466
"ATXN10",-0.268984564665719,0.0536079629411249,0.0749982414752415
"CDT1",-0.172274884061095,0.0536461775191988,0.0750430923851466
"SCYL3",-0.279089737052795,0.0536990361208513,0.0751084154829392
"PPM1K",0.160043656643262,0.0537106561156117,0.0751160500981327
"SERPINH1",0.123357789121537,0.0537403961659449,0.0751490215254685
"CSK",0.293604369883153,0.0538759452591436,0.0753299287365775
"SCARF2",-0.241587786353792,0.0538867926273154,0.0753364551513306
"MUT",0.322636518651523,0.0539298103153644,0.0753879506426565
"C9orf16",0.681598038661903,0.0539988384282429,0.0754757898737341
"GJB5",-0.13918334308982,0.0540200087618054,0.0754967243855519
"LTBP1",0.573319109952725,0.0541874289128655,0.0757220249744089
"MFAP3L",-0.427338475380381,0.0542607513126963,0.0758157959029318
"GMPPA",0.451410265288715,0.0543557148313284,0.0759397799116118
"BOD1",-0.163510775675736,0.0545844669483748,0.0762506286888549
"TPP2",0.115600193509569,0.0546103066481525,0.0762779844577941
"SREK1",-0.327386540758338,0.0546884604324484,0.0763783962804421
"HES1",0.695162166048461,0.0547673922046344,0.0764798715196676
"CDC42EP4",-0.134149320054041,0.0548013500004381,0.0765185268417525
"BLMH",0.893447300724168,0.0548076863997812,0.0765186102725301
"LOC100287896",0.259523417563823,0.0548848853498577,0.0766176156303808
"DHTKD1",-0.998096548255825,0.0549752866928567,0.0767350263421818
"UNG",0.0958831388044834,0.0550067372080157,0.0767701354668483
"LHX4",0.464435554409027,0.0550432270376304,0.0768122688662719
"GOLT1A",-0.493342311317066,0.0551304275974518,0.0769251508344437
"ABHD13",-0.277511948571934,0.0552326808886494,0.0770586447652427
"FOLR1",-0.389359212485622,0.055242514865499,0.0770586447652427
"AKAP17A",-0.109639967571196,0.0552450623614323,0.0770586447652427
"DDIT3",0.0940227530251123,0.0552825407437654,0.0771020997834622
"EFCAB11",-0.102529453721704,0.0553759758246559,0.077223578274809
"JMJD6",0.188382568289307,0.0554256107488008,0.0772839552371761
"APOBEC3B",-0.266487422591324,0.0554508117089491,0.0773102522351096
"LRFN1",0.190064966035695,0.055630126787988,0.0775513865834604
"PHTF1",0.155576807247788,0.0556523496373421,0.077573495818527
"VTA1",0.366646813390626,0.0556985221054478,0.0776289794200885
"SOWAHC",-0.755750201859673,0.0558460183040067,0.0778256526227876
"CCDC18",0.692174943898259,0.0559380336476301,0.0779449729338505
"PDLIM5",-0.0834558950655886,0.0559758493187826,0.0779887518908889
"ASCC3",-0.110168625413066,0.056000071927336,0.0780135843750604
"CFAP36",-0.219587108717839,0.0561164009800173,0.0781667098203143
"B4GALNT1",-0.811130180440235,0.0561534463965262,0.0782093756449275
"GNE",0.760513328583886,0.0562299503137965,0.0783069824395126
"STK16",0.356371106197053,0.0562946917458807,0.0783881881295296
"CRAMP1",0.101955889737012,0.0564326224214738,0.0785712768319081
"8-Mar",-0.13238060336624,0.0567269436123962,0.0789720417470278
"RIC8B",0.675348259404371,0.0568790857268164,0.0791748040757728
"KRTAP3-1",0.21894473354425,0.0569135443407904,0.0792137252036278
"NDUFB10",-0.112145142494839,0.0569885138913999,0.0793090151655316
"KSR1",-0.250754624152848,0.0570199043513481,0.0793436427288306
"IQCK",-0.271598815360011,0.0570620055091285,0.0793931647068917
"CTIF",-0.300940703570049,0.0572050209082264,0.0795830662891918
"LSM4",0.150551009419358,0.0572402622985017,0.0796230074944128
"ATP5PB",0.270770573415796,0.0572857110740224,0.079677136760229
"VCPKMT",0.102402132728328,0.0573072456464224,0.0796979958562098
"DUSP19",-0.255391962807758,0.0574011695264789,0.0798195115429798
"C2orf42",-0.110491814577586,0.0574117803634151,0.079825161315054
"FAM160A2",-0.361815161164948,0.0574434319983863,0.0798600615226739
"TBKBP1",0.262174064983502,0.0574762332649451,0.0798954252294277
"FIBP",0.176930264961719,0.0574819764323936,0.0798954252294277
"FAM81A",-0.271524815761367,0.0575410376577092,0.0799683983225186
"TOMM70",0.153933295188029,0.0575478592959631,0.079968762416173
"PXDC1",0.11302980112668,0.0576544714981281,0.0801077800357511
"NDUFA8",0.232908770732372,0.0576818749484876,0.0801367222218818
"SLC18B1",0.361818015120259,0.0579978627596646,0.0805651736771923
"YAF2",0.107983467178326,0.0580034885870492,0.0805651736771923
"SERINC5",-0.143981196798819,0.0581436752848476,0.0807506886987443
"TBRG4",-0.18941065976041,0.058215997999882,0.0808419218153049
"DENND2D",0.245547951420694,0.0582758724682406,0.0809158498018589
"TM9SF2",0.13247548575309,0.0583151868032525,0.0809612165264151
"ISL1",0.115385842723879,0.0583903056967904,0.0810562761044833
"CAPN12",-0.0957493418805436,0.0586097309424621,0.0813516144733639
"NDST2",0.173284316279934,0.0586487224948368,0.0813964681164112
"BLCAP",-0.171624811752254,0.0587017489429326,0.0814607878615016
"GPATCH2",-0.139239192402242,0.0587397634354863,0.0815042631506959
"DNAJC18",0.347539811873546,0.0588008978896014,0.0815798049587038
"UQCR11",-0.742489330642372,0.0588460307857636,0.0816331316919941
"COX7B",-0.394315403445453,0.0589089418795117,0.0817111059794205
"PRX",-0.0859843621003768,0.0590647471355632,0.0819178990136122
"DUSP10",-0.115619792607172,0.059154153229548,0.082027821707189
"ZNF786",-0.170463932817743,0.0591574611147245,0.082027821707189
"KHK",-0.142791370700531,0.0592411125723444,0.0821344709848118
"MZT2A",-0.205167563099355,0.0592579600148097,0.0821484865295139
"ACBD6",-0.391208936830628,0.059313130337383,0.0822156193226875
"PTDSS1",0.292085378064753,0.0594641523411283,0.0824155844918935
"DCUN1D2",-0.180350285055947,0.0595099679958483,0.0824697078364655
"GTF2F2",0.128138149130899,0.0595241823219272,0.0824800303121863
"USP20",0.214059050412094,0.0595400403736755,0.0824926278208294
"THOC6",0.150735385972626,0.0595864166381144,0.0825475005949151
"RRAS2",-0.172235630767579,0.0597003525294431,0.0826959433798933
"NCOA2",0.55201370120344,0.0597693405220152,0.0827820984212551
"FOXD1",-0.177754286811229,0.06010979372713,0.083240540297584
"SLC10A7",0.375285371835034,0.0601139953063678,0.083240540297584
"GMIP",0.0998302768692396,0.0603358367910254,0.0835382380828383
"RASSF7",-0.117863365160222,0.0604466464319495,0.0836821561040082
"MOB3B",0.126896663286586,0.0605631921556332,0.0838339815566395
"TTC23",0.121733697175413,0.0606067166056625,0.0838847050567248
"UPK3B",-0.730288228017845,0.0606832171473723,0.0839810534956994
"SGCB",-0.170928376518805,0.0606968540695929,0.0839903913691722
"ACTR1A",-0.137201860063221,0.060982232932223,0.0843757123682591
"C12orf4",-0.247657336760392,0.0609895369106634,0.0843762419970378
"PYGB",0.435267174483544,0.0610746149583958,0.0844843561735848
"PTPN13",0.0877963799503953,0.0611062782861587,0.0845185657574949
"FAM86C1",-0.212022076504001,0.0611228922566218,0.0845319545661345
"CPS1",-0.170696370635421,0.0611498541346462,0.0845596497000309
"BHLHA15",-0.153905597427804,0.0612613202577384,0.0847041800229204
"GRAMD2B",0.20701193788906,0.0613462255141153,0.0848119568204332
"BCCIP",-0.943849207184063,0.0614578764136892,0.0849566811837266
"LOC102724751",0.199957922900181,0.0615112916058866,0.0850208793613791
"PDXK",-0.139268982529557,0.0615339759387867,0.0850425916188356
"LOC100507507",0.113853330726807,0.0615580252885635,0.0850661852519698
"MEX3C",-0.195933779963571,0.0616817325666477,0.0852260943802142
"SEMA4G",-0.143831820187625,0.0616877251095899,0.0852260943802142
"CCDC71",-0.145275103315434,0.0617653873658176,0.0853237209491992
"FBXO34",-0.546820682802668,0.0618349500121992,0.0854101377292908
"SLC9B2",-0.297838887007733,0.0618842080097184,0.0854684921090379
"MRTFA",-0.469242771784104,0.0619318238326737,0.0855245655124745
"MFSD1",-0.118282673198449,0.0619538156223068,0.0855452447900715
"TPRG1L",0.277212076744591,0.0619611347738886,0.0855456618378795
"HSD17B11",0.142728771264299,0.0619806743526385,0.0855629488204073
"ETNK2",-0.19642727259758,0.062054541669499,0.0856552216364201
"SLC25A12",0.261980075405783,0.0623286691146216,0.0860238656375356
"GATM",-0.812893139852928,0.0624970080353571,0.0862464370567171
"NAGA",0.185848961740502,0.0625069255256773,0.0862503598283567
"TOMM22",-0.494097063704412,0.0627007734834093,0.0865080499701497
"E2F7",0.407382090979278,0.0627227216388111,0.0865285390402565
"ZNF281",0.186824857079376,0.0627343644861921,0.0865348084918724
"GPATCH1",-0.133546012880575,0.0627702272447003,0.0865744813146443
"DNAJC16",0.175550472885358,0.0627886894873005,0.0865901485904616
"GRHL2",0.138900575073059,0.062954747065763,0.0868093339530276
"NOD1",0.112371517691948,0.0630319416734031,0.0869059489867064
"GMEB1",0.198652622073198,0.0633180098472893,0.0872904962171553
"SRRM3",0.316517768127873,0.0633511621364752,0.0873263249215026
"H2AFY2",0.208552734622899,0.063404448219512,0.0873898957879108
"BECN1",0.126082837000503,0.0634579741844158,0.0874537828716044
"MYCBP",-0.456951944853849,0.0635244464449575,0.0875354952651155
"PPP1R1A",0.12572169491715,0.0635366489547212,0.0875424149420214
"TPPP",-0.127822207987724,0.0636130090054269,0.0876377209611436
"FZD4",-0.273667266374769,0.063701109955457,0.0877491786968335
"UFM1",0.193453861556227,0.0638535025963765,0.0879491639534996
"FANCM",0.46757702164117,0.0638952057580564,0.0879966621550458
"RNF149",-0.14590830228105,0.0639696473421008,0.0880892319832318
"IQCJ-SCHIP1",-0.196395385072043,0.0639919473946857,0.0881099876540109
"SPATA6",-0.358995687264101,0.064208728713644,0.0883984880573725
"CREBZF",0.287705666833235,0.0643047337153827,0.0885206649417605
"NUTM2D",0.11276254176873,0.0644660782315319,0.0887327492063459
"PITPNM3",-0.130077161450757,0.0645534204053351,0.0888429383790292
"TCF20",-0.0905118466522054,0.0646071535433771,0.0889068527878215
"CENPL",0.12342062249242,0.0646797682313837,0.0889967330145371
"YPEL2",-0.29877473669715,0.0648356628918139,0.0892011698808378
"PIP4K2B",-0.110015468105618,0.0650090970541005,0.0894296888046197
"HINT1",-0.0924564072728321,0.065113655702802,0.0895634183315874
"STARD9",0.681276709261067,0.0652788406130064,0.0897804993133079
"DLG4",-0.178230363931011,0.0653013337107582,0.0898013039219237
"WNT11",-0.09044786717827,0.0653318973144484,0.089833201010652
"MED20",-0.127761040461516,0.065373314173396,0.0898800127537916
"KAT6B",0.489622944187804,0.0653947307521209,0.0898993191925019
"EIF5A2",0.128315350179098,0.0654949436911076,0.0900269318455624
"LAMTOR1",0.0879373699716616,0.0656177373940491,0.0901855509099044
"SHTN1",0.207821693405608,0.0656792904238961,0.0902599740229644
"HARS2",0.27869632175728,0.0656899750945487,0.0902644822337289
"PGAM5",0.177662828829617,0.0657111078719975,0.0902833445359542
"PHKA1",0.286687775431138,0.0658103033598814,0.0904094442484015
"MKNK2",0.67520291248423,0.0658339494225573,0.0904317382997629
"SSU72",-0.111739488996452,0.0658953260990657,0.0905058495351182
"C6orf226",-0.103028336682404,0.0660321618780359,0.0906835738937857
"GRIN1",0.0963337669715784,0.066041262047411,0.0906858555553038
"DYSF",0.147796329017318,0.0661578424925598,0.0908357087314784
"IL15",0.113959094802448,0.066182080887621,0.0908587554167779
"GSDMD",-0.122540959314652,0.066433748304272,0.091193990043619
"AREL1",-0.196531181287656,0.0665197473399546,0.0913017608445605
"HTR7",0.0942425790809822,0.0665490175875136,0.0913316529786534
"CAMKK2",0.126081688525162,0.066567674503053,0.0913469743208824
"LIME1",0.11233521493873,0.0665767824871537,0.0913491902420811
"PPP6R1",-0.527709046936962,0.0666271334000451,0.0914079882151642
"BTC",0.281906836974933,0.0667336671645588,0.0915438434120779
"SUZ12",0.117316950168644,0.0667604058047567,0.091570219078059
"CERS6",-0.259495173981348,0.066796219104211,0.0916090344357562
"ZNF845",-0.0857440937360443,0.0668272784800233,0.0916413219291298
"MAML3",0.106402099223764,0.0668424896511803,0.091651871705943
"LOC107986794",0.102133927754925,0.0668906031491955,0.0917075284516242
"ADD1",-0.154973796700114,0.0669639129293833,0.0917977130914327
"PNN",0.115769063385945,0.0669940738714026,0.0918287333670192
"FOXN2",0.178219128450535,0.0670848126619467,0.0919427713503982
"RINT1",-0.545741328530803,0.067131140459809,0.0919959232627622
"VPS26C",0.75917728393669,0.0673705220677723,0.0923135927310568
"MYBL2",-0.142196005080179,0.0676759274616428,0.0927216488744535
"TEX14",0.71850915571262,0.0676938718469667,0.0927358120784774
"OARD1",-0.29534209796623,0.0678930801661095,0.0929982399993355
"SLC23A2",0.229118896211385,0.0679006918410372,0.0929982399993355
"SNX5",-0.141030362652494,0.068018812048492,0.0931495548958847
"PLEKHM3",-0.240786937886945,0.068135419191878,0.0932987639411641
"CFAP410",0.249173713033514,0.0682050220716448,0.0933835831171857
"TRIM72",-0.160957199794494,0.0682940343002575,0.0934949547618685
"PAPSS1",0.193041162349857,0.0683166703329419,0.0935154421770598
"SARDH",0.128701713919482,0.0683635335859818,0.0935690847588082
"ODF2",0.0905685428311142,0.0684485221787802,0.0936748915448484
"VAPB",-0.618536189243688,0.0684623728681928,0.0936833300747715
"FNIP1",-0.104982724298062,0.0684908415173286,0.0937117675575481
"EIF2S3",-0.241986733473516,0.0686088714333112,0.0938627260288964
"MS4A15",-0.509486577083806,0.0687384550504914,0.0940294552873138
"RPL35",0.485796639350626,0.0688838120604134,0.094217721623303
"PHF23",0.232530570076747,0.0689540646726591,0.0943032311447596
"CEL",-0.190099930546185,0.0689772050709821,0.0943242969175931
"ENTPD1",-0.181824200041128,0.0690023967949153,0.0943481627777941
"UBFD1",0.0985455706399394,0.0690882219096061,0.0944549190647087
"HPCAL4",0.271276266877637,0.0691200468407753,0.0944878325898063
"CADM4",0.439136627273419,0.0691382201795203,0.0945020789559965
"DHRSX",-0.110747719538622,0.0691839925014443,0.0945540417696308
"LPCAT2",-0.154657698919542,0.0693104361023252,0.0947162343373441
"LYST",-0.287445394908282,0.069408936561257,0.0948402091031477
"FAM171A1",-0.181201833357877,0.0694305249325885,0.0948590753617826
"H1F0",0.446618495846255,0.0697147404117914,0.0952367100358751
"KDF1",-0.285327621555845,0.0697279395725399,0.0952440684962278
"VBP1",0.118820134828816,0.0697586450821771,0.0952753352225881
"MVD",0.230651304640564,0.0697876188847556,0.0953042300687864
"U2AF1",0.0998863585278087,0.0698337709605612,0.095353227731296
"C6orf106",-0.66800622870932,0.0698391412035717,0.095353227731296
"DCAF17",0.334693188313327,0.0701103616317504,0.0957128128390448
"DNAJC5",0.120217860458512,0.0702890990468758,0.0959460761930873
"MINPP1",-0.349822914011088,0.0703938010769211,0.0960729538520124
"TICAM1",-0.118192576424236,0.070397809593965,0.0960729538520124
"LEMD3",0.508433360618713,0.0704782770811225,0.0961720031224496
